재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,,당기,,,전기,전전기,
"손익계산서, 기능별 분류 - 연결",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,dart_OperatingIncomeLoss,      영업이익(손실),,"2,039,057,889,000",,,"2,154,201,790,000","1,881,800,099,000"
"손익계산서, 기능별 분류 - 연결",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,dart_OtherGains,      기타영업외수익,,"614,334,740,000",,,"366,473,482,000","599,700,864,000"
"손익계산서, 기능별 분류 - 연결",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,dart_OtherLosses,      기타영업외비용,,"791,164,572,000",,,"742,365,672,000","790,283,236,000"
"손익계산서, 기능별 분류 - 연결",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_CostOfSales,      매출원가,,"29,955,292,833,000",,,"29,696,090,453,000","24,787,913,920,000"
"손익계산서, 기능별 분류 - 연결",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,dart_BasicEarningsLossPerSharePreferredStock,         우선주 주당순이익,,"5,856",,,"6,073","8,247"
"손익계산서, 기능별 분류 - 연결",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,dart_DilutedEarningsLossPerSharePreferredStock,         우선주 희석주당순이익(손실),,"5,856",,,"6,073","8,247"
"손익계산서, 기능별 분류 - 연결",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,entity00148540_BasicEarningsLossPerShareNewPreferredStockOfEarningsPerShareAbstract,         신형우선주 주당순이익,,"5,806",,,"6,023","8,197"
"손익계산서, 기능별 분류 - 연결",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,entity00148540_DilutedEarningsLossPerShareNewPreferredStockOfEarningsPerShareAbstract,         신형우선주 희석주당순이익,,"5,806",,,"6,023","8,197"
"손익계산서, 기능별 분류 - 연결",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_BasicEarningsLossPerShare,         보통주 주당순이익,,"5,806",,,"6,023","8,197"
"손익계산서, 기능별 분류 - 연결",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_DilutedEarningsLossPerShare,         보통주 희석주당순이익,,"5,806",,,"6,023","8,197"
"손익계산서, 기능별 분류 - 연결",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinanceCosts,      금융비용,,"1,492,718,323,000",,,"1,488,595,046,000","976,810,779,000"
"손익계산서, 기능별 분류 - 연결",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinanceIncome,      금융수익,,"668,420,229,000",,,"929,447,813,000","499,867,272,000"
"손익계산서, 기능별 분류 - 연결",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_GrossProfit,      매출총이익,,"11,397,395,326,000",,,"11,228,789,320,000","9,696,112,634,000"
"손익계산서, 기능별 분류 - 연결",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,      법인세비용,,"461,266,707,000",,,"369,393,322,000","493,887,833,000"
"손익계산서, 기능별 분류 - 연결",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_ProfitLoss,      당기순이익,,"524,667,990,000",,,"686,845,690,000","806,961,658,000"
"손익계산서, 기능별 분류 - 연결",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,         비지배지분,,"329,877,287,000",,,"484,775,835,000","531,987,271,000"
"손익계산서, 기능별 분류 - 연결",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,         지배기업의 소유주,,"194,790,703,000",,,"202,069,855,000","274,974,387,000"
"손익계산서, 기능별 분류 - 연결",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_ProfitLossBeforeTax,      법인세차감전순이익,,"985,934,697,000",,,"1,056,239,012,000","1,300,849,491,000"
"손익계산서, 기능별 분류 - 연결",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_Revenue,      매출액,,"41,352,688,159,000",,,"40,924,879,773,000","34,484,026,554,000"
"손익계산서, 기능별 분류 - 연결",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_SellingGeneralAndAdministrativeExpense,      판매비와관리비,,"9,358,337,437,000",,,"9,074,587,530,000","7,814,312,535,000"
