재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 반기 3개월 ,당기 반기 누적 ,전기 반기 3개월 ,전기 반기 누적 ,전기,전전기
"손익계산서, 기능별 분류 - 별도재무제표",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-06-30,반기보고서,KRW,entity00148540_udf_IS_2021317164541718_IncomeStatementAbstract,영업수익,"36,041,512,000","145,158,600,000","36,088,580,000","143,141,360,000",,
"손익계산서, 기능별 분류 - 별도재무제표",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-06-30,반기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,"24,149,847,000","49,861,075,000","21,340,646,000","40,126,478,000",,
"손익계산서, 기능별 분류 - 별도재무제표",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-06-30,반기보고서,KRW,dart_OperatingIncomeLoss,영업이익,"11,891,665,000","95,297,525,000","14,747,934,000","103,014,882,000",,
"손익계산서, 기능별 분류 - 별도재무제표",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-06-30,반기보고서,KRW,ifrs-full_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,기타순손익,"5,437,000","84,377,000","41,987,000","53,723,000",,
"손익계산서, 기능별 분류 - 별도재무제표",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-06-30,반기보고서,KRW,ifrs-full_FinanceIncome,금융수익,"745,158,000","2,278,797,000","419,853,000","848,800,000",,
"손익계산서, 기능별 분류 - 별도재무제표",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-06-30,반기보고서,KRW,ifrs-full_FinanceCosts,금융비용,"1,362,860,000","4,415,113,000","2,834,208,000","4,280,260,000",,
"손익계산서, 기능별 분류 - 별도재무제표",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-06-30,반기보고서,KRW,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익,"11,279,400,000","93,245,586,000","12,375,566,000","99,637,145,000",,
"손익계산서, 기능별 분류 - 별도재무제표",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-06-30,반기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,"1,014,160,000","2,896,438,000","1,423,293,000","3,481,983,000",,
"손익계산서, 기능별 분류 - 별도재무제표",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-06-30,반기보고서,KRW,ifrs-full_ProfitLoss,반기순이익,"10,265,240,000","90,349,148,000","10,952,273,000","96,155,162,000",,
"손익계산서, 기능별 분류 - 별도재무제표",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-06-30,반기보고서,KRW,ifrs-full_EarningsPerShareAbstract,주당이익 [abstract],,,,,,
"손익계산서, 기능별 분류 - 별도재무제표",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-06-30,반기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,   보통주주당순이익,305,"2,693",326,"2,866",,
"손익계산서, 기능별 분류 - 별도재무제표",[001040],CJ,유가증권시장상장법인,649,기타 금융업,12,2023-06-30,반기보고서,KRW,ifrs-full_DilutedEarningsLossPerShare,   보통주희석주당순이익,305,"2,693",326,"2,866",,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2023-06-30,반기보고서,KRW,ifrs-full_Revenue,매출액,"2,028,283,072,652","3,938,312,481,242","2,103,841,229,919","4,018,866,043,342",,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2023-06-30,반기보고서,KRW,ifrs-full_CostOfSales,매출원가,"1,798,192,409,472","3,498,453,850,920","1,885,030,359,288","3,629,765,241,993",,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2023-06-30,반기보고서,KRW,ifrs-full_GrossProfit,매출총이익,"230,090,663,180","439,858,630,322","218,810,870,631","389,100,801,349",,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2023-06-30,반기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,"150,833,952,272","296,219,196,099","140,481,467,855","263,085,858,275",,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2023-06-30,반기보고서,KRW,dart_OperatingIncomeLoss,영업이익,"79,256,710,908","143,639,434,223","78,329,402,776","126,014,943,074",,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2023-06-30,반기보고서,KRW,ifrs-full_FinanceIncome,금융수익,"9,316,693,167","67,089,155,788","15,316,856,370","65,297,004,760",,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2023-06-30,반기보고서,KRW,ifrs-full_FinanceCosts,금융원가,"35,460,733,504","76,331,285,370","29,218,430,453","51,003,836,567",,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2023-06-30,반기보고서,KRW,dart_OtherGains,기타수익,"1,503,259,673","1,897,010,976","688,144,091","1,936,014,154",,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2023-06-30,반기보고서,KRW,dart_OtherLosses,기타비용,"9,012,693,420","13,663,333,742","6,707,509,959","15,638,695,973",,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2023-06-30,반기보고서,KRW,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익,"45,603,236,824","122,630,981,875","58,408,462,825","126,605,429,448",,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2023-06-30,반기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,"10,667,342,098","21,978,654,534","13,590,487,539","21,772,672,801",,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2023-06-30,반기보고서,KRW,ifrs-full_ProfitLoss,반기순이익(손실),"34,935,894,726","100,652,327,341","44,817,975,286","104,832,756,647",,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2023-06-30,반기보고서,KRW,ifrs-full_EarningsPerShareAbstract,주당이익 [abstract],,,,,,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2023-06-30,반기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,   지배기업 소유주 기본 및 희석주당이익,"1,523","4,590","2,021","4,804",,
"손익계산서, 기능별 분류 - 별도재무제표",[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2023-06-30,반기보고서,KRW,ifrs-full_Revenue,매출액,"278,282,267,540","576,449,684,661","435,741,782,862","830,766,625,587",,
"손익계산서, 기능별 분류 - 별도재무제표",[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2023-06-30,반기보고서,KRW,ifrs-full_CostOfSales,매출원가,"161,635,108,404","335,820,417,844","185,835,697,754","364,031,554,213",,
"손익계산서, 기능별 분류 - 별도재무제표",[000990],DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2023-06-30,반기보고서,KRW,ifrs-full_GrossProfit,매출총이익,"116,647,159,136","240,629,266,817","249,906,085,108","466,735,071,374",,
