재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 3분기 3개월 	당기 3분기 누적 	전기 3분기 3개월 	전기 3분기 누적 	전기	전전기
손익계산서, 기능별 분류 - 별도	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	dart_NonOperatingProfitLoss	      기타순손익	-1,544,242,000	162,703,915,000	41,930,000	126,308,000		
손익계산서, 기능별 분류 - 별도	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	7,565,482,000	100,627,748,000	10,166,195,000	105,463,722,000		
손익계산서, 기능별 분류 - 별도	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	dart_BasicEarningsLossPerSharePreferredStock	         우선주 주당순이익	100	6,343	290	3,008		
손익계산서, 기능별 분류 - 별도	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	dart_DilutedEarningsLossPerSharePreferredStock	         우선주 희석주당순이익	100	6,343	290	3,008		
손익계산서, 기능별 분류 - 별도	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	entity00148540_BasicEarningsLossPerShareOfNewPreferenceSharesOfEarningsPerShareAbstract	         신형우선주 기본주당이익	88	6,306	277	2,970		
손익계산서, 기능별 분류 - 별도	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	entity00148540_DilutedEarningsLossPerShareOfNewPreferenceSharesOfEarningsPerShareAbstract	         신형우선주 희석주당이익	88	6,306	277	2,970		
손익계산서, 기능별 분류 - 별도	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         보통주 주당순이익	88	6,306	277	2,970		
손익계산서, 기능별 분류 - 별도	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         보통주 희석주당순이익	88	6,306	277	2,970		
손익계산서, 기능별 분류 - 별도	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	      금융비용	2,902,586,000	9,224,606,000	1,404,312,000	5,819,423,000		
손익계산서, 기능별 분류 - 별도	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	276,094,000	938,083,000	4,319,269,000	6,598,064,000		
손익계산서, 기능별 분류 - 별도	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용	414,093,000	43,517,560,000	1,508,517,000	4,404,955,000		
손익계산서, 기능별 분류 - 별도	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_OperatingExpense	      영업비용	31,051,535,000	87,847,004,000	27,337,636,000	77,198,711,000		
손익계산서, 기능별 분류 - 별도	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	      분기순이익	2,980,655,000	211,527,580,000	11,614,565,000	101,963,716,000		
손익계산서, 기능별 분류 - 별도	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익	3,394,748,000	255,045,140,000	13,123,082,000	106,368,671,000		
손익계산서, 기능별 분류 - 별도	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_Revenue	      매출액	38,617,017,000	188,474,752,000	37,503,831,000	182,662,433,000		
손익계산서, 기능별 분류 - 별도	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_OtherRevenue	         기타수익	1,472,589,000	26,094,309,000	1,432,808,000	4,251,891,000		
손익계산서, 기능별 분류 - 별도	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_RevenueFromDividends	         배당금수익	7,778,250,000	76,714,302,000	7,778,249,000	96,284,543,000		
손익계산서, 기능별 분류 - 별도	[001040]	CJ	유가증권시장상장법인	649	기타 금융업	12	2024-09-30	3분기보고서	KRW	ifrs-full_RevenueFromRoyalties	         로열티수익	29,366,178,000	85,666,141,000	28,292,774,000	82,125,999,000		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)	98,456,837,126	265,934,406,700	88,394,273,732	232,033,707,955		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	dart_OtherGains	      기타이익	2,099,080,578	4,412,002,902	404,584,046	2,301,595,022		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	dart_OtherLosses	      기타손실	1,059,230,072	8,026,182,583	1,645,371,343	15,308,705,085		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	1,828,109,318,883	5,443,831,871,359	1,784,719,086,487	5,283,172,937,407		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         지배기업 소유주 기본주당이익	4,708	10,573	2,338	6,927		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	      금융원가	34,623,785,528	104,593,697,721	33,929,604,921	110,260,890,291		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	47,602,406,223	104,921,286,468	12,086,188,455	79,175,344,243		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	ifrs-full_GrossProfit	      매출총이익	241,955,900,364	721,009,535,226	228,730,456,865	668,589,087,187		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용	17,046,341,245	45,905,407,005	14,128,185,546	36,106,840,080		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	      분기순이익	95,428,967,082	216,742,408,761	51,181,884,423	151,834,211,764		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익	112,475,308,327	262,647,815,766	65,310,069,969	187,941,051,844		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	ifrs-full_Revenue	      매출액	2,070,065,219,247	6,164,841,406,585	2,013,449,543,352	5,951,762,024,594		
손익계산서, 기능별 분류 - 별도	[000120]	CJ대한통운	유가증권시장상장법인	493	도로 화물 운송업	12	2024-09-30	3분기보고서	KRW	ifrs-full_SellingGeneralAndAdministrativeExpense	      판매비와관리비	143,499,063,238	455,075,128,526	140,336,183,133	436,555,379,232		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	      영업이익	44,775,427,409	146,540,663,535	42,947,296,800	205,359,851,279		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	dart_OtherGains	      기타영업외수익	9,109,828,822	31,418,076,540	11,276,621,231	33,935,111,849		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	dart_OtherLosses	      기타영업외비용	5,668,609,858	11,543,484,067	3,542,976,883	14,614,749,538		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비	36,302,822,036	106,660,581,983	34,680,635,853	112,829,012,567		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	      매출원가	170,841,668,249	496,617,394,071	153,753,913,645	489,629,340,479		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         보통주기본주당이익	1,111	3,469	1,112	4,701		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         보통주희석주당이익	1,111	3,469	1,112	4,701		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	      금융비용	3,149,634,713	6,639,664,895	1,491,006,563	6,723,453,262		
손익계산서, 기능별 분류 - 별도	[000990]	DB하이텍	유가증권시장상장법인	261	반도체 제조업	12	2024-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	      금융수익	6,313,360,883	24,856,213,029	6,814,566,574	32,018,781,300		
